pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-03,26,2021,1,208,1,121.86,0,0,0,0.59,0,2,0,1.17,0,0.14,0.08,0,0
60,Yukon,Yukon,2021-07-03,26,2021,1,367,103,838.11,5,1,11.42,235.22,2.28,208,2,475.01,4.57,14.76,33.71,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,26,2021,1,128,0,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-07-03,26,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-07-03,26,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-07-03,26,2021,,1411927,3647,3626.84,26149,123,67.17,9.37,0.32,8451,282,21.71,0.72,521,1.34,17.57,0.05
59,British Columbia,Colombie-Britannique,2021-07-10,27,2021,1,148077,342,2783.76,1760,4,33.09,6.43,0.08,602,11,11.32,0.21,48.86,0.92,0.57,0.01
48,Alberta,Alberta,2021-07-10,27,2021,1,232441,305,5116.34,2306,2,50.76,6.71,0.04,658,9,14.48,0.2,43.57,0.96,0.29,0.01
47,Saskatchewan,Saskatchewan,2021-07-10,27,2021,1,49240,309,4121.18,572,4,47.87,25.86,0.33,534,6,44.69,0.5,44.14,3.69,0.57,0.05
46,Manitoba,Manitoba,2021-07-10,27,2021,1,56826,473,4032.43,1160,12,82.31,33.56,0.85,948,22,67.27,1.56,67.57,4.79,1.71,0.12
35,Ontario,Ontario,2021-07-10,27,2021,1,546983,1393,3620.15,8985,38,59.47,9.22,0.25,3066,127,20.29,0.84,199,1.32,5.43,0.04
24,Quebec,Québec,2021-07-10,27,2021,1,370742,502,4263.53,11276,3,129.67,5.77,0.03,1017,9,11.7,0.1,71.71,0.82,0.43,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,27,2021,1,1402,15,266.55,7,0,1.33,2.85,0,18,0,3.42,0,2.14,0.41,0,0
13,New Brunswick,Nouveau-Brunswick,2021-07-10,27,2021,1,2336,1,287.66,46,1,5.66,0.12,0.12,12,1,1.48,0.12,0.14,0.02,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,27,2021,1,5865,17,575.16,92,0,9.02,1.67,0,45,1,4.41,0.1,2.47,0.24,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,27,2021,1,208,0,121.86,0,0,0,0,0,1,0,0.59,0,0.06,0.04,0,0
60,Yukon,Yukon,2021-07-10,27,2021,1,458,90,1045.92,5,0,11.42,205.53,0,193,1,440.75,2.28,12.9,29.47,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,27,2021,1,128,0,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-07-10,27,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-07-10,27,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-07-10,27,2021,,1415376,3447,3635.7,26213,64,67.33,8.85,0.16,7094,187,18.22,0.48,492.43,1.26,9.14,0.02
59,British Columbia,Colombie-Britannique,2021-07-17,28,2021,1,148387,310,2789.58,1761,1,33.11,5.83,0.02,652,5,12.26,0.09,44.29,0.83,0.14,0
48,Alberta,Alberta,2021-07-17,28,2021,1,232728,287,5122.66,2315,9,50.96,6.32,0.2,592,11,13.03,0.24,41,0.9,1.29,0.03
47,Saskatchewan,Saskatchewan,2021-07-17,28,2021,1,49397,157,4134.32,575,3,48.13,13.14,0.25,466,7,39,0.59,22.43,1.88,0.43,0.04
46,Manitoba,Manitoba,2021-07-17,28,2021,1,57124,298,4053.58,1164,4,82.6,21.15,0.28,771,16,54.71,1.14,42.57,3.02,0.57,0.04
35,Ontario,Ontario,2021-07-17,28,2021,1,548040,1057,3627.14,9024,39,59.72,7,0.26,2450,77,16.22,0.51,151,1,5.57,0.04
24,Quebec,Québec,2021-07-17,28,2021,1,371279,537,4269.71,11281,5,129.73,6.18,0.06,1039,8,11.95,0.09,76.71,0.88,0.71,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,28,2021,1,1433,31,272.45,7,0,1.33,5.89,0,46,0,8.75,0,4.43,0.84,0,0
13,New Brunswick,Nouveau-Brunswick,2021-07-17,28,2021,1,2345,9,288.77,46,0,5.66,1.11,0,10,1,1.23,0.12,1.29,0.16,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,28,2021,1,5872,7,575.84,92,0,9.02,0.69,0,24,0,2.35,0,1.02,0.1,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,28,2021,1,208,0,121.86,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2021-07-17,28,2021,1,499,41,1139.56,6,1,13.7,93.63,2.28,131,1,299.16,2.28,5.86,13.38,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,28,2021,1,128,0,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-07-17,28,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-07-17,28,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-07-17,28,2021,,1418110,2734,3642.73,26275,62,67.49,7.02,0.16,6181,126,15.88,0.32,390.57,1,8.86,0.02
59,British Columbia,Colombie-Britannique,2021-07-24,29,2021,1,148936,549,2799.9,1767,6,33.22,10.32,0.11,859,7,16.15,0.13,78.43,1.47,0.86,0.02
48,Alberta,Alberta,2021-07-24,29,2021,1,233463,735,5138.84,2320,5,51.07,16.18,0.11,1022,14,22.5,0.31,105,2.31,0.71,0.02
47,Saskatchewan,Saskatchewan,2021-07-24,29,2021,1,49656,259,4156,578,3,48.38,21.68,0.25,416,6,34.82,0.5,37,3.1,0.43,0.04
46,Manitoba,Manitoba,2021-07-24,29,2021,1,57413,289,4074.09,1171,7,83.1,20.51,0.5,587,11,41.65,0.78,41.29,2.93,1,0.07
35,Ontario,Ontario,2021-07-24,29,2021,1,549156,1116,3634.53,9046,22,59.87,7.39,0.15,2173,61,14.38,0.4,159.43,1.06,3.14,0.02
24,Quebec,Québec,2021-07-24,29,2021,1,371978,699,4277.74,11287,6,129.8,8.04,0.07,1236,11,14.21,0.13,99.86,1.15,0.86,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,29,2021,1,1437,4,273.21,7,0,1.33,0.76,0,35,0,6.65,0,0.57,0.11,0,0
13,New Brunswick,Nouveau-Brunswick,2021-07-24,29,2021,1,2350,5,289.39,46,0,5.66,0.62,0,14,0,1.72,0,0.71,0.09,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,29,2021,1,5880,8,576.63,93,1,9.12,0.78,0.1,15,1,1.47,0.1,1.18,0.12,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,29,2021,1,208,0,121.86,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2021-07-24,29,2021,1,551,52,1258.31,6,0,13.7,118.75,0,93,1,212.38,2.28,7.48,17.07,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,29,2021,1,128,0,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-07-24,29,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-07-24,29,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-07-24,29,2021,,1421826,3716,3652.27,26325,50,67.62,9.55,0.13,6450,112,16.57,0.29,530.86,1.36,7.14,0.02
59,British Columbia,Colombie-Britannique,2021-07-31,30,2021,1,150049,1113,2820.83,1771,4,33.29,20.92,0.08,1662,10,31.24,0.19,159,2.99,0.57,0.01
48,Alberta,Alberta,2021-07-31,30,2021,1,234766,1303,5167.52,2324,4,51.15,28.68,0.09,2038,9,44.86,0.2,186.14,4.1,0.57,0.01
47,Saskatchewan,Saskatchewan,2021-07-31,30,2021,1,50024,368,4186.8,578,0,48.38,30.8,0,627,3,52.48,0.25,52.57,4.4,0,0
46,Manitoba,Manitoba,2021-07-31,30,2021,1,57620,207,4088.78,1178,7,83.59,14.69,0.5,496,14,35.2,0.99,29.57,2.1,1,0.07
35,Ontario,Ontario,2021-07-31,30,2021,1,550436,1280,3643,9079,33,60.09,8.47,0.22,2396,55,15.86,0.36,182.86,1.21,4.71,0.03
24,Quebec,Québec,2021-07-31,30,2021,1,372896,918,4288.3,11288,1,129.81,10.56,0.01,1617,7,18.6,0.08,131.14,1.51,0.14,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,30,2021,1,1437,0,273.21,7,0,1.33,0,0,4,0,0.76,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2021-07-31,30,2021,1,2365,15,291.23,46,0,5.66,1.85,0,20,0,2.46,0,2.14,0.26,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,30,2021,1,5886,6,577.21,93,0,9.12,0.59,0,14,1,1.37,0.1,0.82,0.08,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,30,2021,1,208,0,121.86,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2021-07-31,30,2021,1,596,45,1361.07,7,1,15.99,102.77,2.28,97,1,221.52,2.28,6.43,14.68,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-31,30,2021,1,128,0,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-07-31,30,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-07-31,30,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-07-31,30,2021,,1427081,5255,3665.77,26375,50,67.75,13.5,0.13,8971,100,23.04,0.26,750.71,1.93,7.14,0.02
59,British Columbia,Colombie-Britannique,2021-08-07,31,2021,1,152261,2212,2862.41,1772,1,33.31,41.58,0.02,3325,5,62.51,0.09,316,5.94,0.14,0
48,Alberta,Alberta,2021-08-07,31,2021,1,236760,1994,5211.41,2329,5,51.26,43.89,0.11,3297,9,72.57,0.2,284.86,6.27,0.71,0.02
47,Saskatchewan,Saskatchewan,2021-08-07,31,2021,1,50477,453,4224.71,582,4,48.71,37.91,0.33,821,4,68.71,0.33,64.71,5.42,0.57,0.05
46,Manitoba,Manitoba,2021-08-07,31,2021,1,57793,173,4101.05,1183,5,83.95,12.28,0.35,380,12,26.97,0.85,24.71,1.75,0.71,0.05
35,Ontario,Ontario,2021-08-07,31,2021,1,552056,1620,3653.72,9133,54,60.45,10.72,0.36,2900,87,19.19,0.58,231.43,1.53,7.71,0.05
24,Quebec,Québec,2021-08-07,31,2021,1,374508,1612,4306.84,11290,2,129.83,18.54,0.02,2530,3,29.09,0.03,230.29,2.65,0.29,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-07,31,2021,1,1443,6,274.35,7,0,1.33,1.14,0,6,0,1.14,0,0.86,0.16,0,0
13,New Brunswick,Nouveau-Brunswick,2021-08-07,31,2021,1,2414,49,297.27,46,0,5.66,6.03,0,64,0,7.88,0,7,0.86,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-08-07,31,2021,1,5901,15,578.69,93,0,9.12,1.47,0,21,0,2.06,0,2.2,0.22,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-08-07,31,2021,1,211,3,123.62,0,0,0,1.76,0,3,0,1.76,0,0.49,0.29,0,0
60,Yukon,Yukon,2021-08-07,31,2021,1,623,27,1422.73,8,1,18.27,61.66,2.28,72,2,164.42,4.57,3.9,8.92,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-08-07,31,2021,1,129,1,282.86,0,0,0,2.19,0,1,0,2.19,0,0.2,0.45,0,0
62,Nunavut,Nunavut,2021-08-07,31,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-08-07,31,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-08-07,31,2021,,1435246,8165,3686.74,26447,72,67.93,20.97,0.18,13420,122,34.47,0.31,1166.43,3,10.29,0.03
59,British Columbia,Colombie-Britannique,2021-08-14,32,2021,1,155611,3350,2925.39,1779,7,33.44,62.98,0.13,5562,8,104.56,0.15,478.57,9,1,0.02
48,Alberta,Alberta,2021-08-14,32,2021,1,239932,3172,5281.23,2332,3,51.33,69.82,0.07,5166,8,113.71,0.18,453.14,9.97,0.43,0.01
47,Saskatchewan,Saskatchewan,2021-08-14,32,2021,1,51162,685,4282.04,586,4,49.05,57.33,0.33,1138,8,95.25,0.67,97.86,8.19,0.57,0.05
46,Manitoba,Manitoba,2021-08-14,32,2021,1,57996,203,4115.46,1184,1,84.02,14.41,0.07,376,6,26.68,0.43,29,2.06,0.14,0.01
35,Ontario,Ontario,2021-08-14,32,2021,1,555050,2994,3673.54,9150,17,60.56,19.82,0.11,4614,71,30.54,0.47,427.71,2.83,2.43,0.02
24,Quebec,Québec,2021-08-14,32,2021,1,377017,2509,4335.69,11293,3,129.87,28.85,0.03,4121,5,47.39,0.06,358.43,4.12,0.43,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-14,32,2021,1,1447,4,275.11,7,0,1.33,0.76,0,10,0,1.9,0,0.57,0.11,0,0
13,New Brunswick,Nouveau-Brunswick,2021-08-14,32,2021,1,2490,76,306.63,46,0,5.66,9.36,0,125,0,15.39,0,10.86,1.34,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-08-14,32,2021,1,5922,21,580.74,93,0,9.12,2.06,0,36,0,3.53,0,2.96,0.29,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-08-14,32,2021,1,218,7,127.72,0,0,0,4.1,0,10,0,5.86,0,0.94,0.55,0,0
60,Yukon,Yukon,2021-08-14,32,2021,1,647,24,1477.54,8,0,18.27,54.81,0,51,1,116.47,2.28,3.38,7.72,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-08-14,32,2021,1,141,12,309.18,0,0,0,26.31,0,13,0,28.51,0,1.71,3.76,0,0
62,Nunavut,Nunavut,2021-08-14,32,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-08-14,32,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-08-14,32,2021,,1448303,13057,3720.28,26482,35,68.02,33.54,0.09,21222,107,54.51,0.27,1865.29,4.79,5,0.01
59,British Columbia,Colombie-Britannique,2021-08-21,33,2021,1,159643,4032,3001.19,1785,6,33.56,75.8,0.11,7382,13,138.78,0.24,576,10.83,0.86,0.02
48,Alberta,Alberta,2021-08-21,33,2021,1,244459,4527,5380.87,2346,14,51.64,99.65,0.31,7699,17,169.47,0.37,646.71,14.24,2,0.04
47,Saskatchewan,Saskatchewan,2021-08-21,33,2021,1,52252,1090,4373.27,586,0,49.05,91.23,0,1775,4,148.56,0.33,155.71,13.03,0,0
46,Manitoba,Manitoba,2021-08-21,33,2021,1,58222,226,4131.5,1188,4,84.3,16.04,0.28,429,5,30.44,0.35,32.29,2.29,0.57,0.04
35,Ontario,Ontario,2021-08-21,33,2021,1,558790,3740,3698.29,9183,33,60.78,24.75,0.22,6734,50,44.57,0.33,534.29,3.54,4.71,0.03
24,Quebec,Québec,2021-08-21,33,2021,1,380186,3169,4372.14,11298,5,129.93,36.44,0.06,5678,8,65.3,0.09,452.71,5.21,0.71,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-21,33,2021,1,1458,11,277.2,7,0,1.33,2.09,0,15,0,2.85,0,1.57,0.3,0,0
13,New Brunswick,Nouveau-Brunswick,2021-08-21,33,2021,1,2614,124,321.9,46,0,5.66,15.27,0,200,0,24.63,0,17.71,2.18,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-08-21,33,2021,1,5960,38,584.47,93,0,9.12,3.73,0,59,0,5.79,0,5.45,0.53,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-08-21,33,2021,1,223,5,130.65,0,0,0,2.93,0,12,0,7.03,0,0.76,0.44,0,0
60,Yukon,Yukon,2021-08-21,33,2021,1,672,25,1534.63,8,0,18.27,57.09,0,49,0,111.9,0,3.57,8.16,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-08-21,33,2021,1,277,135,607.39,0,0,0,296.02,0,147,0,322.33,0,19.33,42.38,0,0
62,Nunavut,Nunavut,2021-08-21,33,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-08-21,33,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-08-21,33,2021,,1465426,17122,3764.27,26544,62,68.18,43.98,0.16,30179,97,77.52,0.25,2446,6.28,8.86,0.02
59,British Columbia,Colombie-Britannique,2021-08-28,34,2021,1,164329,4686,3089.28,1807,22,33.97,88.09,0.41,8718,28,163.89,0.53,669.43,12.58,3.14,0.06
48,Alberta,Alberta,2021-08-28,34,2021,1,251101,6642,5527.07,2372,26,52.21,146.2,0.57,11169,40,245.84,0.88,948.86,20.89,3.71,0.08
47,Saskatchewan,Saskatchewan,2021-08-28,34,2021,1,53617,1365,4487.52,597,11,49.97,114.24,0.92,2455,11,205.47,0.92,195,16.32,1.57,0.13
46,Manitoba,Manitoba,2021-08-28,34,2021,1,58608,386,4158.89,1189,1,84.37,27.39,0.07,612,5,43.43,0.35,55.14,3.91,0.14,0.01
35,Ontario,Ontario,2021-08-28,34,2021,1,563591,4801,3730.06,9227,44,61.07,31.77,0.29,8541,77,56.53,0.51,685.86,4.54,6.29,0.04
24,Quebec,Québec,2021-08-28,34,2021,1,383764,3578,4413.28,11300,2,129.95,41.15,0.02,6747,7,77.59,0.08,511.14,5.88,0.29,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-28,34,2021,1,1469,11,279.29,7,0,1.33,2.09,0,22,0,4.18,0,1.57,0.3,0,0
13,New Brunswick,Nouveau-Brunswick,2021-08-28,34,2021,1,2738,124,337.17,46,0,5.66,15.27,0,248,0,30.54,0,17.71,2.18,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,34,2021,1,6014,54,589.77,94,1,9.22,5.3,0.1,92,1,9.02,0.1,7.65,0.75,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2021-08-28,34,2021,1,230,6,134.75,0,0,0,3.52,0,11,0,6.44,0,0.9,0.53,0,0
60,Yukon,Yukon,2021-08-28,34,2021,1,684,12,1562.04,8,0,18.27,27.4,0,37,0,84.5,0,1.71,3.91,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-08-28,34,2021,1,380,103,833.24,1,1,2.19,225.85,2.19,238,1,521.87,2.19,14.71,32.26,0.1,0.22
62,Nunavut,Nunavut,2021-08-28,34,2021,1,657,0,1621.18,4,0,9.87,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-08-28,34,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-08-28,34,2021,,1487195,21768,3820.19,26652,108,68.46,55.92,0.28,38890,170,99.9,0.44,3109.71,7.99,15.43,0.04
59,British Columbia,Colombie-Britannique,2021-09-04,35,2021,1,168983,4654,3176.78,1827,20,34.35,87.49,0.38,9340,42,175.59,0.79,664.86,12.5,2.86,0.05
48,Alberta,Alberta,2021-09-04,35,2021,1,259733,8632,5717.07,2414,42,53.14,190,0.92,15274,68,336.2,1.5,1233.14,27.14,6,0.13
47,Saskatchewan,Saskatchewan,2021-09-04,35,2021,1,55750,2133,4666.04,610,13,51.05,178.52,1.09,3498,24,292.77,2.01,304.71,25.5,1.86,0.16
46,Manitoba,Manitoba,2021-09-04,35,2021,1,58883,275,4178.4,1192,3,84.59,19.51,0.21,661,4,46.91,0.28,39.29,2.79,0.43,0.03
35,Ontario,Ontario,2021-09-04,35,2021,1,568822,5231,3764.69,9275,48,61.39,34.62,0.32,10032,92,66.4,0.61,747.29,4.95,6.86,0.05
24,Quebec,Québec,2021-09-04,35,2021,1,388214,4450,4464.46,11308,8,130.04,51.17,0.09,8028,10,92.32,0.11,635.71,7.31,1.14,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-09-04,35,2021,1,1491,22,283.48,7,0,1.33,4.18,0,33,0,6.27,0,3.14,0.6,0,0
13,New Brunswick,Nouveau-Brunswick,2021-09-04,35,2021,1,2811,73,346.16,46,0,5.66,8.99,0,197,0,24.26,0,10.43,1.28,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-09-04,35,2021,1,6060,46,594.28,94,0,9.22,4.51,0,100,1,9.81,0.1,6.61,0.65,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-09-04,35,2021,1,234,5,137.09,0,0,0,2.93,0,11,0,6.44,0,0.65,0.38,0,0
60,Yukon,Yukon,2021-09-04,35,2021,1,694,10,1584.87,8,0,18.27,22.84,0,22,0,50.24,0,1.43,3.26,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-09-04,35,2021,1,471,91,1032.78,1,0,2.19,199.54,0,194,1,425.39,2.19,13,28.51,0.04,0.09
62,Nunavut,Nunavut,2021-09-04,35,2021,1,658,1,1623.65,4,0,9.87,2.47,0,1,0,2.47,0,0.08,0.2,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-09-04,35,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-09-04,35,2021,,1512817,25623,3886,26786,134,68.81,65.82,0.34,47391,242,121.73,0.62,3660.43,9.4,19.14,0.05
59,British Columbia,Colombie-Britannique,2021-09-11,36,2021,1,173981,4998,3270.74,1856,29,34.89,93.96,0.55,9652,49,181.45,0.92,714,13.42,4.14,0.08
48,Alberta,Alberta,2021-09-11,36,2021,1,269171,9438,5924.82,2471,57,54.39,207.74,1.25,18070,99,397.75,2.18,1348.29,29.68,8.14,0.18
47,Saskatchewan,Saskatchewan,2021-09-11,36,2021,1,58293,2543,4878.88,618,8,51.72,212.84,0.67,4676,21,391.36,1.76,363.29,30.41,1.14,0.1
46,Manitoba,Manitoba,2021-09-11,36,2021,1,59275,392,4206.22,1200,8,85.15,27.82,0.57,667,11,47.33,0.78,56,3.97,1.14,0.08
35,Ontario,Ontario,2021-09-11,36,2021,1,573835,5013,3797.86,9333,58,61.77,33.18,0.38,10244,106,67.8,0.7,716.14,4.74,8.29,0.05
24,Quebec,Québec,2021-09-11,36,2021,1,393191,4977,4521.69,11324,16,130.23,57.24,0.18,9427,24,108.41,0.28,711,8.18,2.29,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-09-11,36,2021,1,1532,41,291.27,7,0,1.33,7.8,0,63,0,11.98,0,5.86,1.11,0,0
13,New Brunswick,Nouveau-Brunswick,2021-09-11,36,2021,1,2960,149,364.5,47,1,5.79,18.35,0.12,222,1,27.34,0.12,21.29,2.62,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-09-11,36,2021,1,6155,95,603.59,94,0,9.22,9.32,0,141,0,13.83,0,13.55,1.33,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-09-11,36,2021,1,246,12,144.12,0,0,0,7.03,0,17,0,9.96,0,1.76,1.03,0,0
60,Yukon,Yukon,2021-09-11,36,2021,1,701,7,1600.86,9,1,20.55,15.99,2.28,17,1,38.82,2.28,1.05,2.39,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-09-11,36,2021,1,565,94,1238.9,1,0,2.19,206.12,0,185,0,405.66,0,13.43,29.45,0,0
62,Nunavut,Nunavut,2021-09-11,36,2021,1,659,1,1626.12,4,0,9.87,2.47,0,2,0,4.94,0,0.14,0.35,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-09-11,36,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-09-11,36,2021,,1540577,27760,3957.31,26964,178,69.26,71.31,0.46,53383,312,137.13,0.8,3965.71,10.19,25.43,0.07
59,British Columbia,Colombie-Britannique,2021-09-18,37,2021,1,178598,4617,3357.53,1888,32,35.49,86.8,0.6,9615,61,180.76,1.15,659.57,12.4,4.57,0.09
48,Alberta,Alberta,2021-09-18,37,2021,1,280719,11548,6179,2567,96,56.5,254.19,2.11,20986,153,461.93,3.37,1649.71,36.31,13.71,0.3
47,Saskatchewan,Saskatchewan,2021-09-18,37,2021,1,61558,3265,5152.15,638,20,53.4,273.27,1.67,5808,28,486.11,2.34,466.43,39.04,2.86,0.24
46,Manitoba,Manitoba,2021-09-18,37,2021,1,59666,391,4233.96,1204,4,85.44,27.75,0.28,783,12,55.56,0.85,55.86,3.96,0.57,0.04
35,Ontario,Ontario,2021-09-18,37,2021,1,578869,5034,3831.18,9373,40,62.03,33.32,0.26,10047,98,66.49,0.65,719.14,4.76,5.71,0.04
24,Quebec,Québec,2021-09-18,37,2021,1,398338,5147,4580.88,11348,24,130.5,59.19,0.28,10124,40,116.43,0.46,735.29,8.46,3.43,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-09-18,37,2021,1,1555,23,295.64,7,0,1.33,4.37,0,64,0,12.17,0,3.29,0.62,0,0
13,New Brunswick,Nouveau-Brunswick,2021-09-18,37,2021,1,3300,340,406.37,48,1,5.91,41.87,0.12,489,2,60.22,0.25,48.57,5.98,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-09-18,37,2021,1,6316,161,619.38,94,0,9.22,15.79,0,256,0,25.1,0,23,2.26,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-09-18,37,2021,1,273,27,159.94,0,0,0,15.82,0,39,0,22.85,0,3.84,2.25,0,0
60,Yukon,Yukon,2021-09-18,37,2021,1,714,13,1630.55,9,0,20.55,29.69,0,20,1,45.67,2.28,1.81,4.13,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-09-18,37,2021,1,704,139,1543.69,1,0,2.19,304.79,0,233,0,510.91,0,19.88,43.59,0,0
62,Nunavut,Nunavut,2021-09-18,37,2021,1,661,3,1631.05,4,0,9.87,7.4,0,4,0,9.87,0,0.39,0.96,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-09-18,37,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-09-18,37,2021,,1571284,30708,4036.19,27181,217,69.82,78.88,0.56,58468,395,150.19,1.01,4386.86,11.27,31,0.08
59,British Columbia,Colombie-Britannique,2021-09-25,38,2021,1,183417,4819,3448.13,1922,34,36.13,90.59,0.64,9436,66,177.39,1.24,688.43,12.94,4.86,0.09
48,Alberta,Alberta,2021-09-25,38,2021,1,291738,11019,6421.55,2670,103,58.77,242.54,2.27,22567,199,496.73,4.38,1574.14,34.65,14.71,0.32
47,Saskatchewan,Saskatchewan,2021-09-25,38,2021,1,64949,3391,5435.96,667,29,55.83,283.81,2.43,6656,49,557.08,4.1,484.43,40.54,4.14,0.35
